Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,date,type,Sub-Domain,number
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-05-02,Cumulative_Cases,,3880
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-05-09,Cumulative_Cases,,3882
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-05-16,Cumulative_Cases,,3889
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-05-23,Cumulative_Cases,,3895
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-05-30,Cumulative_Cases,,3900
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-06-06,Cumulative_Cases,,3908
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-06-13,Cumulative_Cases,,3909
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-06-20,Cumulative_Cases,,3910
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-06-27,Cumulative_Cases,,3914
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-05-06,Cumulative_Cases,,4
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-05-13,Cumulative_Cases,,9
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-05-20,Cumulative_Cases,,13
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-05-27,Cumulative_Cases,,16
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-06-03,Cumulative_Cases,,22
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-06-10,Cumulative_Cases,,24
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-06-17,Cumulative_Cases,,28
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-06-24,Cumulative_Cases,,33
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-07-01,Cumulative_Cases,,43
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-07-08,Cumulative_Cases,,49
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-07-15,Cumulative_Cases,,57
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-07-22,Cumulative_Cases,,59
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-07-29,Cumulative_Cases,,65
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-08-05,Cumulative_Cases,,82
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-08-12,Cumulative_Cases,,105
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-08-19,Cumulative_Cases,,118
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-08-26,Cumulative_Cases,,139
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-09-02,Cumulative_Cases,,167
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-09-09,Cumulative_Cases,,191
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-09-16,Cumulative_Cases,,211
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-09-23,Cumulative_Cases,,251
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-09-30,Cumulative_Cases,,278
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-10-07,Cumulative_Cases,,320
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-10-14,Cumulative_Cases,,353
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-10-21,Cumulative_Cases,,396
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-10-28,Cumulative_Cases,,433
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-11-04,Cumulative_Cases,,490
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-11-11,Cumulative_Cases,,561
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-11-18,Cumulative_Cases,,605
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-11-25,Cumulative_Cases,,661
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-12-02,Cumulative_Cases,,714
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-12-09,Cumulative_Cases,,766
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-12-16,Cumulative_Cases,,813
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-12-23,Cumulative_Cases,,839
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1990-12-30,Cumulative_Cases,,866
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-01-13,Cumulative_Cases,,887
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-01-20,Cumulative_Cases,,908
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-01-27,Cumulative_Cases,,934
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-02-03,Cumulative_Cases,,968
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-02-10,Cumulative_Cases,,1005
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-02-17,Cumulative_Cases,,1022
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-02-24,Cumulative_Cases,,1041
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-03-03,Cumulative_Cases,,1066
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-03-10,Cumulative_Cases,,1084
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-03-17,Cumulative_Cases,,1105
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-03-24,Cumulative_Cases,,1122
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-03-31,Cumulative_Cases,,1139
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-04-07,Cumulative_Cases,,1155
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-04-14,Cumulative_Cases,,1171
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-04-21,Cumulative_Cases,,1186
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-04-28,Cumulative_Cases,,1209
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-05-05,Cumulative_Cases,,1225
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-05-12,Cumulative_Cases,,1242
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-05-19,Cumulative_Cases,,1254
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-05-26,Cumulative_Cases,,1271
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-06-02,Cumulative_Cases,,1281
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-06-09,Cumulative_Cases,,1296
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-06-16,Cumulative_Cases,,1315
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-06-23,Cumulative_Cases,,1336
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-06-30,Cumulative_Cases,,1350
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-07-07,Cumulative_Cases,,1368
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-07-14,Cumulative_Cases,,1381
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-07-21,Cumulative_Cases,,1395
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-07-28,Cumulative_Cases,,1413
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-08-04,Cumulative_Cases,,1436
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-08-11,Cumulative_Cases,,1461
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-08-18,Cumulative_Cases,,1523
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-08-25,Cumulative_Cases,,1583
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-09-01,Cumulative_Cases,,1659
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-09-08,Cumulative_Cases,,1725
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-09-15,Cumulative_Cases,,1789
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-09-22,Cumulative_Cases,,1857
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-09-29,Cumulative_Cases,,1946
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-10-06,Cumulative_Cases,,2038
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-10-13,Cumulative_Cases,,2178
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-10-20,Cumulative_Cases,,2294
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-10-27,Cumulative_Cases,,2436
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-11-03,Cumulative_Cases,,2565
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-11-10,Cumulative_Cases,,2705
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-11-17,Cumulative_Cases,,2845
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-11-24,Cumulative_Cases,,2972
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-12-01,Cumulative_Cases,,3101
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-12-08,Cumulative_Cases,,3270
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-12-15,Cumulative_Cases,,3411
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-12-22,Cumulative_Cases,,3519
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1991-12-29,Cumulative_Cases,,3597
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-01-05,Cumulative_Cases,,3667
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-01-12,Cumulative_Cases,,3748
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-01-19,Cumulative_Cases,,3852
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-01-26,Cumulative_Cases,,3942
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-02-02,Cumulative_Cases,,4027
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-02-09,Cumulative_Cases,,4082
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-02-16,Cumulative_Cases,,4135
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-02-23,Cumulative_Cases,,4200
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-03-01,Cumulative_Cases,,4233
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-03-08,Cumulative_Cases,,4271
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-03-15,Cumulative_Cases,,4330
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-03-22,Cumulative_Cases,,4370
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-03-29,Cumulative_Cases,,4407
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-04-05,Cumulative_Cases,,4436
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-04-12,Cumulative_Cases,,4466
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-04-19,Cumulative_Cases,,4496
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-04-26,Cumulative_Cases,,4524
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-05-03,Cumulative_Cases,,4547
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-05-10,Cumulative_Cases,,4571
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-05-17,Cumulative_Cases,,4600
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-05-24,Cumulative_Cases,,4626
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-05-31,Cumulative_Cases,,4649
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-06-07,Cumulative_Cases,,4669
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-06-14,Cumulative_Cases,,4688
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-06-21,Cumulative_Cases,,4708
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-06-28,Cumulative_Cases,,4734
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-07-05,Cumulative_Cases,,4763
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-07-12,Cumulative_Cases,,4794
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-07-19,Cumulative_Cases,,4822
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-07-26,Cumulative_Cases,,4848
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-08-02,Cumulative_Cases,,4880
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-08-09,Cumulative_Cases,,4915
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-08-16,Cumulative_Cases,,4948
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-08-23,Cumulative_Cases,,4978
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-08-30,Cumulative_Cases,,5030
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-09-06,Cumulative_Cases,,5089
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-09-13,Cumulative_Cases,,5156
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-09-20,Cumulative_Cases,,5221
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-09-27,Cumulative_Cases,,5295
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-10-04,Cumulative_Cases,,5365
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-10-11,Cumulative_Cases,,5426
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-10-18,Cumulative_Cases,,5479
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-10-25,Cumulative_Cases,,5555
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-11-01,Cumulative_Cases,,5616
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-11-08,Cumulative_Cases,,5673
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-11-15,Cumulative_Cases,,5717
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-11-22,Cumulative_Cases,,5751
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-11-29,Cumulative_Cases,,5798
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-12-06,Cumulative_Cases,,5858
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-12-13,Cumulative_Cases,,5918
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-12-20,Cumulative_Cases,,5971
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1992-12-27,Cumulative_Cases,,6007
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-01-03,Cumulative_Cases,,6038
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-01-10,Cumulative_Cases,,6070
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-01-17,Cumulative_Cases,,6098
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-01-24,Cumulative_Cases,,6131
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-01-31,Cumulative_Cases,,6164
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-02-07,Cumulative_Cases,,6199
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-02-14,Cumulative_Cases,,6221
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-02-21,Cumulative_Cases,,6234
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-02-28,Cumulative_Cases,,6247
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-03-07,Cumulative_Cases,,6268
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-03-14,Cumulative_Cases,,6285
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-03-21,Cumulative_Cases,,6296
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-03-28,Cumulative_Cases,,6304
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-04-04,Cumulative_Cases,,6312
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-04-11,Cumulative_Cases,,6318
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-04-18,Cumulative_Cases,,6324
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-04-25,Cumulative_Cases,,6331
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-05-02,Cumulative_Cases,,6343
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-05-09,Cumulative_Cases,,6360
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-05-16,Cumulative_Cases,,6370
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-05-23,Cumulative_Cases,,6380
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-05-30,Cumulative_Cases,,6398
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-06-06,Cumulative_Cases,,6417
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-06-13,Cumulative_Cases,,6429
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-06-20,Cumulative_Cases,,6451
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-06-27,Cumulative_Cases,,6463
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-07-04,Cumulative_Cases,,6484
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-07-11,Cumulative_Cases,,6502
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-07-18,Cumulative_Cases,,6518
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-07-25,Cumulative_Cases,,6534
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-08-01,Cumulative_Cases,,6556
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-08-08,Cumulative_Cases,,6573
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-08-15,Cumulative_Cases,,6598
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-08-22,Cumulative_Cases,,6621
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-08-29,Cumulative_Cases,,6633
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-09-05,Cumulative_Cases,,6658
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-09-12,Cumulative_Cases,,6686
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-09-19,Cumulative_Cases,,6713
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-09-26,Cumulative_Cases,,6731
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-10-03,Cumulative_Cases,,6754
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-10-10,Cumulative_Cases,,6777
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-10-17,Cumulative_Cases,,6806
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-10-24,Cumulative_Cases,,6844
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-10-31,Cumulative_Cases,,6880
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-11-07,Cumulative_Cases,,6923
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-11-14,Cumulative_Cases,,6969
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-11-21,Cumulative_Cases,,7000
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-11-28,Cumulative_Cases,,7025
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-12-05,Cumulative_Cases,,7065
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-12-12,Cumulative_Cases,,7096
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-12-19,Cumulative_Cases,,7134
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1993-12-26,Cumulative_Cases,,7164
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-01-09,Cumulative_Cases,,7194
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-01-16,Cumulative_Cases,,7220
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-01-23,Cumulative_Cases,,7255
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-01-30,Cumulative_Cases,,7291
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-02-06,Cumulative_Cases,,7330
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-02-13,Cumulative_Cases,,7355
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-02-20,Cumulative_Cases,,7386
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-02-27,Cumulative_Cases,,7423
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-03-06,Cumulative_Cases,,7456
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-03-13,Cumulative_Cases,,7481
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-03-20,Cumulative_Cases,,7505
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-03-27,Cumulative_Cases,,7523
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-04-03,Cumulative_Cases,,7546
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-04-10,Cumulative_Cases,,7559
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-04-17,Cumulative_Cases,,7577
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-04-24,Cumulative_Cases,,7591
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-05-01,Cumulative_Cases,,7608
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-05-08,Cumulative_Cases,,7630
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-05-15,Cumulative_Cases,,7643
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-05-22,Cumulative_Cases,,7667
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-05-29,Cumulative_Cases,,7698
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-06-05,Cumulative_Cases,,7732
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-06-12,Cumulative_Cases,,7763
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-06-19,Cumulative_Cases,,7794
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-06-26,Cumulative_Cases,,7832
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-07-03,Cumulative_Cases,,7881
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-07-10,Cumulative_Cases,,7923
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-07-17,Cumulative_Cases,,7972
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-07-24,Cumulative_Cases,,8027
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-07-31,Cumulative_Cases,,8107
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-08-07,Cumulative_Cases,,8191
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-08-14,Cumulative_Cases,,8263
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-08-21,Cumulative_Cases,,8352
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-08-28,Cumulative_Cases,,8467
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-09-04,Cumulative_Cases,,8646
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-09-11,Cumulative_Cases,,8848
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-09-18,Cumulative_Cases,,9120
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-09-25,Cumulative_Cases,,9422
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-10-02,Cumulative_Cases,,9817
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-10-09,Cumulative_Cases,,10243
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-10-16,Cumulative_Cases,,10704
Flaviviridae,Flavivirus,DENV,AMRO,Puerto Rico,San Juan,1994-10-23,Cumulative_Cases,,11085
